UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
101693,39, 39,"R",1,"R",1
101693,47, 47,"R",4,"R",4
101693,48, 48,"R",1,"R",1
101693,58,999,"R",233,"R",231
101693,90, 90,"R",14,"R",13
101693,98, 98,"R",3,"A",
101693,99, 99,"R",250,"R",244
101709, 1,  1,"R",380,"R",342
101709, 6,  6,"R",3,"R",3
101709,12, 12,"R",19,"R",18
101709,13, 13,"R",16,"R",16
101709,18, 18,"R",1,"R",0
101709,20, 20,"R",1,"R",1
101709,22, 22,"R",2,"R",2
101709,26, 26,"R",1,"R",1
101709,27, 27,"R",5,"R",5
101709,28, 28,"R",4,"R",4
101709,36, 36,"R",2,"R",1
101709,37, 37,"R",2,"R",2
101709,45, 45,"R",1,"R",1
101709,47, 47,"R",9,"R",6
101709,48, 48,"R",8,"R",8
101709,51, 51,"R",1,"R",1
101709,53, 53,"R",1,"R",1
101709,55, 55,"R",2,"R",2
101709,58,999,"R",458,"R",414
101709,90, 90,"R",13,"R",7
101709,99, 99,"R",471,"R",421
101736, 1,  1,"R",578,"R",472
101736,28, 28,"R",1,"R",1
101736,47, 47,"R",2,"R",2
101736,58,999,"R",581,"R",475
101736,98, 98,"R",61,"A",
101736,99, 99,"R",642,"R",475
101879, 1,  1,"R",724,"R",703
101879, 4,  4,"R",2,"R",1
101879, 5,  5,"R",1,"R",1
101879, 6,  6,"R",1,"R",1
101879, 8,  8,"R",2,"R",2
101879,10, 10,"R",1,"R",1
101879,12, 12,"R",9,"R",9
101879,13, 13,"R",10,"R",9
101879,17, 17,"R",6,"R",5
101879,18, 18,"R",3,"R",3
101879,20, 20,"R",1,"R",1
101879,26, 26,"R",1,"R",1
101879,27, 27,"R",2,"R",2
101879,28, 28,"R",30,"R",29
101879,29, 29,"R",3,"R",3
101879,34, 34,"R",1,"R",1
101879,37, 37,"R",2,"R",2
101879,42, 42,"R",1,"R",1
101879,45, 45,"R",1,"Z",0
101879,47, 47,"R",101,"R",99
101879,48, 48,"R",3,"R",3
101879,51, 51,"R",1,"R",1
101879,55, 55,"R",2,"R",2
101879,58,999,"R",908,"R",880
101879,90, 90,"R",24,"Z",0
101879,99, 99,"R",932,"R",880
101897, 1,  1,"R",333,"R",269
101897,13, 13,"R",3,"R",1
101897,58,999,"R",336,"R",270
101897,98, 98,"R",75,"A",
101897,99, 99,"R",411,"R",270
101912, 1,  1,"R",33,"R",8
101912, 4,  4,"R",3,"R",1
101912, 5,  5,"R",1,"R",1
101912, 6,  6,"R",15,"R",2
101912, 8,  8,"R",1,"R",1
101912, 9,  9,"R",4,"R",1
101912,11, 11,"R",2,"Z",0
101912,12, 12,"R",35,"R",7
101912,13, 13,"R",37,"R",14
101912,17, 17,"R",2,"R",1
101912,20, 20,"R",1,"R",1
101912,21, 21,"R",2,"Z",0
101912,24, 24,"R",22,"R",7
101912,25, 25,"R",12,"Z",0
101912,26, 26,"R",21,"R",5
101912,27, 27,"R",2,"R",1
101912,28, 28,"R",6,"R",2
101912,29, 29,"R",7,"R",1
101912,33, 33,"R",1,"Z",0
101912,34, 34,"R",8,"R",2
101912,36, 36,"R",13,"R",4
101912,37, 37,"R",12,"R",2
101912,39, 39,"R",3,"R",1
101912,41, 41,"R",1,"Z",0
101912,42, 42,"R",3,"R",3
101912,45, 45,"R",2,"Z",0
101912,47, 47,"R",14,"R",6
101912,48, 48,"R",20,"R",3
101912,51, 51,"R",5,"R",1
101912,53, 53,"R",1,"Z",0
101912,58,999,"R",289,"R",75
101912,72, 72,"R",1,"Z",0
101912,78, 78,"R",1,"Z",0
101912,89,999,"R",2,"Z",0
101912,90, 90,"R",12,"Z",0
101912,99, 99,"R",303,"R",75
101994, 1,  1,"R",43,"R",14
101994,12, 12,"R",1,"R",1
101994,58,999,"R",44,"R",15
101994,99, 99,"R",44,"R",15
102030, 1,  1,"R",273,"R",119
102030,12, 12,"R",6,"R",4
102030,13, 13,"R",1,"R",1
102030,22, 22,"R",1,"R",1
102030,23, 23,"R",1,"R",1
102030,28, 28,"R",5,"R",2
102030,40, 40,"R",1,"R",1
102030,45, 45,"R",1,"R",1
102030,51, 51,"R",1,"R",1
102030,58,999,"R",290,"R",131
102030,72, 72,"R",1,"R",1
102030,89,999,"R",1,"R",1
102030,99, 99,"R",291,"R",132
102049, 1,  1,"R",229,"R",227
102049, 5,  5,"R",11,"R",11
102049, 6,  6,"R",13,"R",12
102049, 8,  8,"R",9,"R",9
102049, 9,  9,"R",2,"R",2
102049,10, 10,"R",1,"R",1
102049,12, 12,"R",69,"R",69
102049,13, 13,"R",244,"R",241
102049,17, 17,"R",8,"R",8
102049,18, 18,"R",11,"R",11
102049,20, 20,"R",2,"R",2
102049,21, 21,"R",22,"R",22
102049,22, 22,"R",17,"R",16
102049,24, 24,"R",1,"R",0
102049,25, 25,"R",1,"R",1
102049,26, 26,"R",2,"R",2
102049,28, 28,"R",17,"R",17
102049,29, 29,"R",12,"R",12
102049,36, 36,"R",2,"R",2
102049,37, 37,"R",26,"R",24
102049,38, 38,"R",1,"R",1
102049,39, 39,"R",5,"R",5
102049,40, 40,"R",2,"R",2
102049,42, 42,"R",1,"R",1
102049,45, 45,"R",16,"R",15
102049,47, 47,"R",165,"R",163
102049,48, 48,"R",61,"R",59
102049,50, 50,"R",1,"R",1
102049,51, 51,"R",9,"R",9
102049,55, 55,"R",1,"R",1
102049,57, 57,"R",2,"R",2
102049,58,999,"R",963,"R",948
102049,90, 90,"R",8,"R",8
102049,99, 99,"R",971,"R",956
102067, 1,  1,"R",775,"R",647
102067, 8,  8,"R",2,"R",2
102067,12, 12,"R",1,"R",0
102067,13, 13,"R",3,"R",3
102067,17, 17,"R",1,"R",1
102067,18, 18,"R",2,"R",2
102067,21, 21,"R",5,"R",4
102067,22, 22,"R",3,"R",3
102067,28, 28,"R",1,"R",0
102067,37, 37,"R",4,"R",3
102067,47, 47,"R",3,"R",1
102067,48, 48,"R",3,"R",3
102067,53, 53,"R",1,"R",1
102067,54, 54,"R",1,"R",1
102067,58,999,"R",805,"R",671
102067,98, 98,"R",33,"A",
102067,99, 99,"R",838,"R",671
102076, 1,  1,"R",473,"R",414
